timestamp,road_name,flow_vehicle_per_hour,avg_speed_kmh,precipitation_mm,is_holiday,is_raining
2024-01-01 21:45:00,Jalan Jenderal Sudirman,989,29.66,0,0,0
2024-01-01 22:00:00,Jalan Jenderal Sudirman,880,29.89,0,0,0
2024-01-01 22:15:00,Jalan Jenderal Sudirman,1176,34.93,0,0,0
2024-01-01 22:30:00,Jalan Jenderal Sudirman,927,34.53,0,0,0
2024-01-01 22:45:00,Jalan Jenderal Sudirman,810,21.46,44,0,1
2024-01-01 23:00:00,Jalan Jenderal Sudirman,909,37.9,0,0,0
2024-01-01 23:15:00,Jalan Jenderal Sudirman,1197,38.31,0,0,0
2024-01-01 23:30:00,Jalan Jenderal Sudirman,917,30.42,0,0,0
2024-01-01 23:45:00,Jalan Jenderal Sudirman,1064,23.56,17,0,1
2024-01-02 00:00:00,Jalan Jenderal Sudirman,186,61.99,0,0,0
2024-01-02 00:15:00,Jalan Jenderal Sudirman,167,61.82,0,0,0
2024-01-02 00:30:00,Jalan Jenderal Sudirman,133,57.66,0,0,0
2024-01-02 00:45:00,Jalan Jenderal Sudirman,159,54.26,0,0,0
2024-01-02 01:00:00,Jalan Jenderal Sudirman,158,55.24,0,0,0
2024-01-02 01:15:00,Jalan Jenderal Sudirman,194,55.04,0,0,0
2024-01-02 01:30:00,Jalan Jenderal Sudirman,90,58.22,0,0,0
2024-01-02 01:45:00,Jalan Jenderal Sudirman,171,55.68,0,0,0
2024-01-02 02:00:00,Jalan Jenderal Sudirman,50,51.95,0,0,0
2024-01-02 02:15:00,Jalan Jenderal Sudirman,77,55.8,0,0,0
2024-01-02 02:30:00,Jalan Jenderal Sudirman,160,50.87,0,0,0
2024-01-02 02:45:00,Jalan Jenderal Sudirman,116,57.73,0,0,0
2024-01-02 03:00:00,Jalan Jenderal Sudirman,185,45.74,7,0,1
2024-01-02 03:15:00,Jalan Jenderal Sudirman,67,55.98,0,0,0
2024-01-02 03:30:00,Jalan Jenderal Sudirman,142,57.97,0,0,0
2024-01-02 03:45:00,Jalan Jenderal Sudirman,96,55.52,0,0,0
2024-01-02 04:00:00,Jalan Jenderal Sudirman,137,55.63,0,0,0
2024-01-02 04:15:00,Jalan Jenderal Sudirman,126,51.67,0,0,0
2024-01-02 04:30:00,Jalan Jenderal Sudirman,143,40.7,11,0,1
2024-01-02 04:45:00,Jalan Jenderal Sudirman,169,54.26,0,0,0
2024-01-02 05:00:00,Jalan Jenderal Sudirman,870,31.49,6,0,1
2024-01-02 05:15:00,Jalan Jenderal Sudirman,930,33.86,0,0,0
2024-01-02 05:30:00,Jalan Jenderal Sudirman,854,35.43,0,0,0
2024-01-02 05:45:00,Jalan Jenderal Sudirman,1090,30.65,0,0,0
2024-01-02 06:00:00,Jalan Jenderal Sudirman,1524,20.52,0,0,0
2024-01-02 06:15:00,Jalan Jenderal Sudirman,2171,23.1,0,0,0
2024-01-02 06:30:00,Jalan Jenderal Sudirman,1594,15.48,0,0,0
2024-01-02 06:45:00,Jalan Jenderal Sudirman,2322,24.26,0,0,0
2024-01-02 07:00:00,Jalan Jenderal Sudirman,1920,18.46,0,0,0
2024-01-02 07:15:00,Jalan Jenderal Sudirman,1568,22.15,0,0,0
2024-01-02 07:30:00,Jalan Jenderal Sudirman,1591,22.59,0,0,0
2024-01-02 07:45:00,Jalan Jenderal Sudirman,2472,18.19,0,0,0
2024-01-02 08:00:00,Jalan Jenderal Sudirman,2036,20.11,0,0,0
2024-01-02 08:15:00,Jalan Jenderal Sudirman,2037,22.11,0,0,0
2024-01-02 08:30:00,Jalan Jenderal Sudirman,1570,18.18,0,0,0
2024-01-02 08:45:00,Jalan Jenderal Sudirman,2210,14.62,8,0,1
2024-01-02 09:00:00,Jalan Jenderal Sudirman,1896,17.04,0,0,0
2024-01-02 09:15:00,Jalan Jenderal Sudirman,2171,15.57,0,0,0
2024-01-02 09:30:00,Jalan Jenderal Sudirman,2151,23.33,0,0,0
2024-01-02 09:45:00,Jalan Jenderal Sudirman,1502,16.3,0,0,0
2024-01-02 10:00:00,Jalan Jenderal Sudirman,827,19.47,39,0,1
2024-01-02 10:15:00,Jalan Jenderal Sudirman,812,33.54,0,0,0
2024-01-02 10:30:00,Jalan Jenderal Sudirman,1061,30.85,0,0,0
2024-01-02 10:45:00,Jalan Jenderal Sudirman,1177,27.85,7,0,1
2024-01-02 11:00:00,Jalan Jenderal Sudirman,1183,41.36,0,0,0
2024-01-02 11:15:00,Jalan Jenderal Sudirman,919,37.31,0,0,0
2024-01-02 11:30:00,Jalan Jenderal Sudirman,1193,33.8,0,0,0
2024-01-02 11:45:00,Jalan Jenderal Sudirman,1199,39.4,0,0,0
2024-01-02 12:00:00,Jalan Jenderal Sudirman,958,34.99,0,0,0
2024-01-02 12:15:00,Jalan Jenderal Sudirman,1111,36.55,0,0,0
2024-01-02 12:30:00,Jalan Jenderal Sudirman,1166,32.38,0,0,0
2024-01-02 12:45:00,Jalan Jenderal Sudirman,1110,33.02,0,0,0
2024-01-02 13:00:00,Jalan Jenderal Sudirman,829,37.93,0,0,0
2024-01-02 13:15:00,Jalan Jenderal Sudirman,1092,32.48,0,0,0
2024-01-02 13:30:00,Jalan Jenderal Sudirman,1135,34.13,0,0,0
2024-01-02 13:45:00,Jalan Jenderal Sudirman,821,30.89,0,0,0
2024-01-02 14:00:00,Jalan Jenderal Sudirman,834,22.01,17,0,1
2024-01-02 14:15:00,Jalan Jenderal Sudirman,962,39.25,0,0,0
2024-01-02 14:30:00,Jalan Jenderal Sudirman,851,27.88,0,0,0
2024-01-02 14:45:00,Jalan Jenderal Sudirman,1188,38.21,0,0,0
2024-01-02 15:00:00,Jalan Jenderal Sudirman,1076,38.9,0,0,0
2024-01-02 15:15:00,Jalan Jenderal Sudirman,965,35.71,0,0,0
2024-01-02 15:30:00,Jalan Jenderal Sudirman,983,36.27,0,0,0
2024-01-02 15:45:00,Jalan Jenderal Sudirman,840,32.79,0,0,0
2024-01-02 16:00:00,Jalan Jenderal Sudirman,2665,5.0,49,0,1
2024-01-02 16:15:00,Jalan Jenderal Sudirman,1967,8.66,1,0,1
2024-01-02 16:30:00,Jalan Jenderal Sudirman,2667,14.49,0,0,0
2024-01-02 16:45:00,Jalan Jenderal Sudirman,2788,11.14,0,0,0
2024-01-02 17:00:00,Jalan Jenderal Sudirman,2261,13.07,0,0,0
2024-01-02 17:15:00,Jalan Jenderal Sudirman,2416,9.65,0,0,0
2024-01-02 17:30:00,Jalan Jenderal Sudirman,2925,17.3,0,0,0
2024-01-02 17:45:00,Jalan Jenderal Sudirman,2464,14.86,0,0,0
2024-01-02 18:00:00,Jalan Jenderal Sudirman,2720,11.42,0,0,0
2024-01-02 18:15:00,Jalan Jenderal Sudirman,2913,19.0,0,0,0
2024-01-02 18:30:00,Jalan Jenderal Sudirman,1864,19.57,0,0,0
2024-01-02 18:45:00,Jalan Jenderal Sudirman,2244,16.6,0,0,0
2024-01-02 19:00:00,Jalan Jenderal Sudirman,2596,15.05,0,0,0
2024-01-02 19:15:00,Jalan Jenderal Sudirman,2093,12.47,0,0,0
2024-01-02 19:30:00,Jalan Jenderal Sudirman,2056,13.26,0,0,0
2024-01-02 19:45:00,Jalan Jenderal Sudirman,2920,16.75,0,0,0
2024-01-02 20:00:00,Jalan Jenderal Sudirman,1174,33.41,6,0,1
2024-01-02 20:15:00,Jalan Jenderal Sudirman,1084,33.44,0,0,0
2024-01-02 20:30:00,Jalan Jenderal Sudirman,806,17.0,30,0,1
2024-01-02 20:45:00,Jalan Jenderal Sudirman,1102,33.29,0,0,0
2024-01-02 21:00:00,Jalan Jenderal Sudirman,1000,34.23,0,0,0
2024-01-02 21:15:00,Jalan Jenderal Sudirman,1150,36.63,0,0,0
2024-01-02 21:30:00,Jalan Jenderal Sudirman,825,34.01,0,0,0
2024-01-02 21:45:00,Jalan Jenderal Sudirman,1120,35.08,0,0,0
2024-01-02 22:00:00,Jalan Jenderal Sudirman,1140,35.09,0,0,0
2024-01-02 22:15:00,Jalan Jenderal Sudirman,1067,34.94,0,0,0
2024-01-02 22:30:00,Jalan Jenderal Sudirman,1067,33.0,0,0,0
2024-01-02 22:45:00,Jalan Jenderal Sudirman,996,35.38,0,0,0
2024-01-02 23:00:00,Jalan Jenderal Sudirman,949,28.36,0,0,0
2024-01-02 23:15:00,Jalan Jenderal Sudirman,939,35.3,0,0,0
2024-01-02 23:30:00,Jalan Jenderal Sudirman,917,37.34,0,0,0
2024-01-02 23:45:00,Jalan Jenderal Sudirman,949,29.67,1,0,1
2024-01-03 00:00:00,Jalan Jenderal Sudirman,186,58.23,0,0,0
2024-01-03 00:15:00,Jalan Jenderal Sudirman,174,46.01,4,0,1
2024-01-03 00:30:00,Jalan Jenderal Sudirman,55,54.98,0,0,0
2024-01-03 00:45:00,Jalan Jenderal Sudirman,65,56.09,0,0,0
2024-01-03 01:00:00,Jalan Jenderal Sudirman,143,51.69,0,0,0
2024-01-03 01:15:00,Jalan Jenderal Sudirman,184,58.78,0,0,0
2024-01-03 01:30:00,Jalan Jenderal Sudirman,102,58.02,0,0,0
2024-01-03 01:45:00,Jalan Jenderal Sudirman,161,56.8,0,0,0
2024-01-03 02:00:00,Jalan Jenderal Sudirman,111,58.38,0,0,0
2024-01-03 02:15:00,Jalan Jenderal Sudirman,180,49.85,3,0,1
2024-01-03 02:30:00,Jalan Jenderal Sudirman,73,60.12,0,0,0
2024-01-03 02:45:00,Jalan Jenderal Sudirman,124,58.62,0,0,0
2024-01-03 03:00:00,Jalan Jenderal Sudirman,127,58.45,0,0,0
2024-01-03 03:15:00,Jalan Jenderal Sudirman,144,52.74,0,0,0
2024-01-03 03:30:00,Jalan Jenderal Sudirman,91,61.21,0,0,0
2024-01-03 03:45:00,Jalan Jenderal Sudirman,75,56.09,0,0,0
2024-01-03 04:00:00,Jalan Jenderal Sudirman,65,53.6,0,0,0
2024-01-03 04:15:00,Jalan Jenderal Sudirman,116,54.36,0,0,0
2024-01-03 04:30:00,Jalan Jenderal Sudirman,166,59.45,0,0,0
2024-01-03 04:45:00,Jalan Jenderal Sudirman,58,51.03,0,0,0
2024-01-03 05:00:00,Jalan Jenderal Sudirman,975,35.09,0,0,0
2024-01-03 05:15:00,Jalan Jenderal Sudirman,1135,33.96,0,0,0
2024-01-03 05:30:00,Jalan Jenderal Sudirman,1033,36.95,0,0,0
2024-01-03 05:45:00,Jalan Jenderal Sudirman,1161,32.8,0,0,0
2024-01-03 06:00:00,Jalan Jenderal Sudirman,2477,15.15,0,0,0
2024-01-03 06:15:00,Jalan Jenderal Sudirman,1793,14.18,0,0,0
2024-01-03 06:30:00,Jalan Jenderal Sudirman,2379,14.36,0,0,0
2024-01-03 06:45:00,Jalan Jenderal Sudirman,2189,18.74,0,0,0
2024-01-03 07:00:00,Jalan Jenderal Sudirman,2435,21.65,0,0,0
2024-01-03 07:15:00,Jalan Jenderal Sudirman,2019,18.93,0,0,0
2024-01-03 07:30:00,Jalan Jenderal Sudirman,1539,9.74,7,0,1
2024-01-03 07:45:00,Jalan Jenderal Sudirman,2415,6.62,15,0,1
2024-01-03 08:00:00,Jalan Jenderal Sudirman,1655,6.28,41,0,1
2024-01-03 08:15:00,Jalan Jenderal Sudirman,2378,16.33,0,0,0
2024-01-03 08:30:00,Jalan Jenderal Sudirman,2114,16.35,0,0,0
2024-01-03 08:45:00,Jalan Jenderal Sudirman,1626,22.21,0,0,0
2024-01-03 09:00:00,Jalan Jenderal Sudirman,1958,18.39,0,0,0
2024-01-03 09:15:00,Jalan Jenderal Sudirman,2470,19.0,0,0,0
2024-01-03 09:30:00,Jalan Jenderal Sudirman,1609,16.4,0,0,0
2024-01-03 09:45:00,Jalan Jenderal Sudirman,1791,23.05,7,0,1
2024-01-03 10:00:00,Jalan Jenderal Sudirman,1094,39.58,0,0,0
2024-01-03 10:15:00,Jalan Jenderal Sudirman,1023,29.73,5,0,1
2024-01-03 10:30:00,Jalan Jenderal Sudirman,1181,33.57,0,0,0
2024-01-03 10:45:00,Jalan Jenderal Sudirman,836,31.74,0,0,0
2024-01-03 11:00:00,Jalan Jenderal Sudirman,1027,34.28,0,0,0
2024-01-03 11:15:00,Jalan Jenderal Sudirman,1079,39.84,0,0,0
2024-01-03 11:30:00,Jalan Jenderal Sudirman,1014,37.12,0,0,0
2024-01-03 11:45:00,Jalan Jenderal Sudirman,843,30.19,0,0,0
2024-01-03 12:00:00,Jalan Jenderal Sudirman,1102,35.16,0,0,0
2024-01-03 12:15:00,Jalan Jenderal Sudirman,957,35.94,0,0,0
2024-01-03 12:30:00,Jalan Jenderal Sudirman,1126,32.75,0,0,0
2024-01-03 12:45:00,Jalan Jenderal Sudirman,874,31.74,0,0,0
2024-01-03 13:00:00,Jalan Jenderal Sudirman,1106,32.56,0,0,0
2024-01-03 13:15:00,Jalan Jenderal Sudirman,1179,29.45,2,0,1
2024-01-03 13:30:00,Jalan Jenderal Sudirman,961,29.1,7,0,1
2024-01-03 13:45:00,Jalan Jenderal Sudirman,883,34.54,2,0,1
2024-01-03 14:00:00,Jalan Jenderal Sudirman,1089,28.31,5,0,1
2024-01-03 14:15:00,Jalan Jenderal Sudirman,917,36.9,0,0,0
2024-01-03 14:30:00,Jalan Jenderal Sudirman,1028,32.88,0,0,0
2024-01-03 14:45:00,Jalan Jenderal Sudirman,1125,39.25,0,0,0
2024-01-03 15:00:00,Jalan Jenderal Sudirman,1123,32.47,0,0,0
2024-01-03 15:15:00,Jalan Jenderal Sudirman,894,33.32,0,0,0
2024-01-03 15:30:00,Jalan Jenderal Sudirman,1199,32.99,0,0,0
2024-01-03 15:45:00,Jalan Jenderal Sudirman,1088,38.0,0,0,0
2024-01-03 16:00:00,Jalan Jenderal Sudirman,2933,12.42,0,0,0
2024-01-03 16:15:00,Jalan Jenderal Sudirman,2985,12.88,0,0,0
2024-01-03 16:30:00,Jalan Jenderal Sudirman,2458,15.69,0,0,0
2024-01-03 16:45:00,Jalan Jenderal Sudirman,2455,11.8,0,0,0
2024-01-03 17:00:00,Jalan Jenderal Sudirman,2755,10.85,4,0,1
2024-01-03 17:15:00,Jalan Jenderal Sudirman,1919,14.61,0,0,0
2024-01-03 17:30:00,Jalan Jenderal Sudirman,2166,16.31,0,0,0
2024-01-03 17:45:00,Jalan Jenderal Sudirman,2490,13.88,0,0,0
2024-01-03 18:00:00,Jalan Jenderal Sudirman,2636,15.36,6,0,1
2024-01-03 18:15:00,Jalan Jenderal Sudirman,2574,12.18,4,0,1
2024-01-03 18:30:00,Jalan Jenderal Sudirman,2669,19.72,0,0,0
2024-01-03 18:45:00,Jalan Jenderal Sudirman,2519,15.95,0,0,0
2024-01-03 19:00:00,Jalan Jenderal Sudirman,2745,22.46,0,0,0
2024-01-03 19:15:00,Jalan Jenderal Sudirman,2274,14.95,0,0,0
2024-01-03 19:30:00,Jalan Jenderal Sudirman,2165,12.52,0,0,0
2024-01-03 19:45:00,Jalan Jenderal Sudirman,2113,19.22,0,0,0
2024-01-03 20:00:00,Jalan Jenderal Sudirman,1102,41.37,0,0,0
2024-01-03 20:15:00,Jalan Jenderal Sudirman,1134,46.62,0,0,0
2024-01-03 20:30:00,Jalan Jenderal Sudirman,845,30.53,0,0,0
2024-01-03 20:45:00,Jalan Jenderal Sudirman,1145,28.64,5,0,1
2024-01-03 21:00:00,Jalan Jenderal Sudirman,1016,32.06,0,0,0
2024-01-03 21:15:00,Jalan Jenderal Sudirman,1134,32.33,0,0,0
2024-01-03 21:30:00,Jalan Jenderal Sudirman,891,35.43,0,0,0
2024-01-03 21:45:00,Jalan Jenderal Sudirman,1067,38.38,0,0,0
2024-01-03 22:00:00,Jalan Jenderal Sudirman,1078,35.16,0,0,0
2024-01-03 22:15:00,Jalan Jenderal Sudirman,1193,29.51,0,0,0
2024-01-03 22:30:00,Jalan Jenderal Sudirman,942,36.17,0,0,0
2024-01-03 22:45:00,Jalan Jenderal Sudirman,994,35.43,0,0,0
2024-01-03 23:00:00,Jalan Jenderal Sudirman,1029,35.02,0,0,0
2024-01-03 23:15:00,Jalan Jenderal Sudirman,963,36.38,0,0,0
2024-01-03 23:30:00,Jalan Jenderal Sudirman,1150,34.89,0,0,0
2024-01-03 23:45:00,Jalan Jenderal Sudirman,1061,34.9,0,0,0
2024-01-04 00:00:00,Jalan Jenderal Sudirman,147,55.49,0,0,0
2024-01-04 00:15:00,Jalan Jenderal Sudirman,97,54.34,0,0,0
2024-01-04 00:30:00,Jalan Jenderal Sudirman,101,54.57,0,0,0
2024-01-04 00:45:00,Jalan Jenderal Sudirman,155,55.87,0,0,0
2024-01-04 01:00:00,Jalan Jenderal Sudirman,76,59.32,0,0,0
2024-01-04 01:15:00,Jalan Jenderal Sudirman,160,55.13,0,0,0
2024-01-04 01:30:00,Jalan Jenderal Sudirman,94,56.97,0,0,0
2024-01-04 01:45:00,Jalan Jenderal Sudirman,75,52.44,0,0,0
2024-01-04 02:00:00,Jalan Jenderal Sudirman,168,56.81,0,0,0
2024-01-04 02:15:00,Jalan Jenderal Sudirman,138,59.96,0,0,0
2024-01-04 02:30:00,Jalan Jenderal Sudirman,98,57.4,0,0,0
2024-01-04 02:45:00,Jalan Jenderal Sudirman,90,45.88,5,0,1
2024-01-04 03:00:00,Jalan Jenderal Sudirman,119,55.95,0,0,0
2024-01-04 03:15:00,Jalan Jenderal Sudirman,114,57.82,0,0,0
2024-01-04 03:30:00,Jalan Jenderal Sudirman,124,54.44,0,0,0
2024-01-04 03:45:00,Jalan Jenderal Sudirman,110,53.03,0,0,0
2024-01-04 04:00:00,Jalan Jenderal Sudirman,192,54.23,0,0,0
2024-01-04 04:15:00,Jalan Jenderal Sudirman,69,52.5,0,0,0
2024-01-04 04:30:00,Jalan Jenderal Sudirman,167,51.67,0,0,0
2024-01-04 04:45:00,Jalan Jenderal Sudirman,167,55.8,0,0,0
2024-01-04 05:00:00,Jalan Jenderal Sudirman,1178,37.59,0,0,0
2024-01-04 05:15:00,Jalan Jenderal Sudirman,1176,31.08,0,0,0
2024-01-04 05:30:00,Jalan Jenderal Sudirman,906,35.08,0,0,0
2024-01-04 05:45:00,Jalan Jenderal Sudirman,930,33.31,0,0,0
2024-01-04 06:00:00,Jalan Jenderal Sudirman,2120,16.37,0,0,0
2024-01-04 06:15:00,Jalan Jenderal Sudirman,1540,17.96,0,0,0
2024-01-04 06:30:00,Jalan Jenderal Sudirman,1842,20.63,0,0,0
2024-01-04 06:45:00,Jalan Jenderal Sudirman,1605,19.28,0,0,0
2024-01-04 07:00:00,Jalan Jenderal Sudirman,1799,27.01,0,0,0
2024-01-04 07:15:00,Jalan Jenderal Sudirman,2496,19.99,0,0,0
2024-01-04 07:30:00,Jalan Jenderal Sudirman,2198,14.67,0,0,0
2024-01-04 07:45:00,Jalan Jenderal Sudirman,2355,23.23,0,0,0
2024-01-04 08:00:00,Jalan Jenderal Sudirman,2187,28.17,0,0,0
2024-01-04 08:15:00,Jalan Jenderal Sudirman,1533,19.61,0,0,0
2024-01-04 08:30:00,Jalan Jenderal Sudirman,2374,22.83,0,0,0
2024-01-04 08:45:00,Jalan Jenderal Sudirman,1975,13.19,0,0,0
2024-01-04 09:00:00,Jalan Jenderal Sudirman,1961,15.67,0,0,0
2024-01-04 09:15:00,Jalan Jenderal Sudirman,2363,18.6,0,0,0
2024-01-04 09:30:00,Jalan Jenderal Sudirman,1923,22.11,0,0,0
2024-01-04 09:45:00,Jalan Jenderal Sudirman,2131,22.22,0,0,0
2024-01-04 10:00:00,Jalan Jenderal Sudirman,1051,40.2,0,0,0
2024-01-04 10:15:00,Jalan Jenderal Sudirman,877,36.12,0,0,0
2024-01-04 10:30:00,Jalan Jenderal Sudirman,925,33.52,0,0,0
2024-01-04 10:45:00,Jalan Jenderal Sudirman,1090,36.97,0,0,0
2024-01-04 11:00:00,Jalan Jenderal Sudirman,1152,31.46,0,0,0
2024-01-04 11:15:00,Jalan Jenderal Sudirman,1172,34.63,0,0,0
2024-01-04 11:30:00,Jalan Jenderal Sudirman,845,38.01,0,0,0
2024-01-04 11:45:00,Jalan Jenderal Sudirman,865,35.87,0,0,0
2024-01-04 12:00:00,Jalan Jenderal Sudirman,805,35.82,0,0,0
2024-01-04 12:15:00,Jalan Jenderal Sudirman,916,31.18,5,0,1
2024-01-04 12:30:00,Jalan Jenderal Sudirman,879,32.49,0,0,0
2024-01-04 12:45:00,Jalan Jenderal Sudirman,917,33.44,0,0,0
2024-01-04 13:00:00,Jalan Jenderal Sudirman,902,35.16,0,0,0
2024-01-04 13:15:00,Jalan Jenderal Sudirman,1111,35.26,0,0,0
